question,correct_answers,incorrect_answers,question_type
"Which reactant is limiting when 0.015 mol of P<sub>4</sub> react with 9.018 g of Cl<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""P_{4}(s)+6Cl_{2}(g)\leftrightarrows{}4PCl_{3}(l)"" src=""https://weber.instructure.com/equation_images/P_%7B4%7D%28s%29%2B6Cl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D4PCl_%7B3%7D%28l%29?scale=1.5"" alt=""LaTeX: P_{4}(s)+6Cl_{2}(g)\leftrightarrows{}4PCl_{3}(l)"" data-equation-content=""P_{4}(s)+6Cl_{2}(g)\leftrightarrows{}4PCl_{3}(l)"" data-ignore-a11y-check=""""></mattext>",P4,Cl2,multiple_choice
"Which reactant is limiting when 0.011 mol of Zn react with 1.8 g of CoCl<sub>3</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2CoCl_{3}(aq)+3Zn(s)\leftrightarrows{}2Co(s)+3ZnCl_{2}(aq)"" src=""https://weber.instructure.com/equation_images/2CoCl_%7B3%7D%28aq%29%2B3Zn%28s%29%5Cleftrightarrows%7B%7D2Co%28s%29%2B3ZnCl_%7B2%7D%28aq%29?scale=1.5"" alt=""LaTeX: 2CoCl_{3}(aq)+3Zn(s)\leftrightarrows{}2Co(s)+3ZnCl_{2}(aq)"" data-equation-content=""2CoCl_{3}(aq)+3Zn(s)\leftrightarrows{}2Co(s)+3ZnCl_{2}(aq)"" data-ignore-a11y-check=""""></mattext>",Zn,CoCl3,multiple_choice
"Which reactant is in excess when 0.01471 mol of C<sub>3</sub>H<sub>8</sub> react with 1.8 g of O<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{3}H_{8}(g)+5O_{2}(g)\leftrightarrows{}3CO_{2}(g)+4H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/C_%7B3%7DH_%7B8%7D%28g%29%2B5O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D3CO_%7B2%7D%28g%29%2B4H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: C_{3}H_{8}(g)+5O_{2}(g)\leftrightarrows{}3CO_{2}(g)+4H_{2}O(g)"" data-equation-content=""C_{3}H_{8}(g)+5O_{2}(g)\leftrightarrows{}3CO_{2}(g)+4H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",C3H8,O2,multiple_choice
"Which reactant is limiting when 0.03357 mol of RuO react with 0.1213 g of C?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2C(s)+4RuO(s)\leftrightarrows{}4Ru(s)+2CO_{2}(g)"" src=""https://weber.instructure.com/equation_images/2C%28s%29%2B4RuO%28s%29%5Cleftrightarrows%7B%7D4Ru%28s%29%2B2CO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2C(s)+4RuO(s)\leftrightarrows{}4Ru(s)+2CO_{2}(g)"" data-equation-content=""2C(s)+4RuO(s)\leftrightarrows{}4Ru(s)+2CO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",C,RuO,multiple_choice
"Which reactant is in excess when 2.342 g of O<sub>2</sub> react with 0.38 g of C<sub>4</sub>H<sub>10</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2C_{4}H_{10}(g)+13O_{2}(g)\leftrightarrows{}8CO_{2}(g)+10H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/2C_%7B4%7DH_%7B10%7D%28g%29%2B13O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D8CO_%7B2%7D%28g%29%2B10H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: 2C_{4}H_{10}(g)+13O_{2}(g)\leftrightarrows{}8CO_{2}(g)+10H_{2}O(g)"" data-equation-content=""2C_{4}H_{10}(g)+13O_{2}(g)\leftrightarrows{}8CO_{2}(g)+10H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",O2,C4H10,multiple_choice
"Which reactant is limiting when 0.26 g of NaI react with 0.1041 g of Cl<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NaI(aq)+Cl_{2}(g)\leftrightarrows{}2NaCl(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2NaI%28aq%29%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2NaCl%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2NaI(aq)+Cl_{2}(g)\leftrightarrows{}2NaCl(aq)+I_{2}(s)"" data-equation-content=""2NaI(aq)+Cl_{2}(g)\leftrightarrows{}2NaCl(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",NaI,Cl2,multiple_choice
"Which reactant is in excess when 0.00430 mol of CO<sub>2</sub> react with 0.21 g of Ca(OH)<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/Ca%28OH%29_%7B2%7D%28aq%29%2BCO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DCaCO_%7B3%7D%28s%29%2BH_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-equation-content=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",CO2,Ca(OH)2,multiple_choice
"Which reactant is limiting when 1.767 g of Th(NO<sub>3</sub>)<sub>4</sub> react with 1.80 g of NaIO<sub>3</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/Th%28NO_%7B3%7D%29_%7B4%7D%28aq%29%2B4NaIO_%7B3%7D%28aq%29%5Cleftrightarrows%7B%7DTh%28IO_%7B3%7D%29_%7B4%7D%28s%29%2B4NaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" data-equation-content=""Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>",NaIO3,Th(NO3)4,multiple_choice
"Which reactant is in excess when 0.3970 g of H<sub>2</sub>O react with 0.22 g of Li?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Li(s)+2H_{2}O(l)\leftrightarrows{}2LiOH(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2Li%28s%29%2B2H_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7D2LiOH%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2Li(s)+2H_{2}O(l)\leftrightarrows{}2LiOH(aq)+H_{2}(g)"" data-equation-content=""2Li(s)+2H_{2}O(l)\leftrightarrows{}2LiOH(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Li,H2O,multiple_choice
"Which reactant is in excess when 0.01293 mol of S react with 1.92 g of K?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2K(s)+S(s)\leftrightarrows{}K_{2}S(s)"" src=""https://weber.instructure.com/equation_images/2K%28s%29%2BS%28s%29%5Cleftrightarrows%7B%7DK_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: 2K(s)+S(s)\leftrightarrows{}K_{2}S(s)"" data-equation-content=""2K(s)+S(s)\leftrightarrows{}K_{2}S(s)"" data-ignore-a11y-check=""""></mattext>",K,S,multiple_choice
"Which reactant is limiting when 1.017 g of Cl<sub>2</sub> react with 0.040 g of H<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""H_{2}(g)+Cl_{2}(g)\leftrightarrows{}2HCl(g)"" src=""https://weber.instructure.com/equation_images/H_%7B2%7D%28g%29%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2HCl%28g%29?scale=1.5"" alt=""LaTeX: H_{2}(g)+Cl_{2}(g)\leftrightarrows{}2HCl(g)"" data-equation-content=""H_{2}(g)+Cl_{2}(g)\leftrightarrows{}2HCl(g)"" data-ignore-a11y-check=""""></mattext>",Cl2,H2,multiple_choice
"Which reactant is in excess when 2.155 g of BaCl<sub>2</sub> react with 0.8546 g of H<sub>2</sub>SO<sub>4</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""BaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+2HCl(aq)"" src=""https://weber.instructure.com/equation_images/BaCl_%7B2%7D%28aq%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DBaSO_%7B4%7D%28s%29%2B2HCl%28aq%29?scale=1.5"" alt=""LaTeX: BaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+2HCl(aq)"" data-equation-content=""BaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+2HCl(aq)"" data-ignore-a11y-check=""""></mattext>",BaCl2,H2SO4,multiple_choice
"Which reactant is in excess when 0.23 g of Cr(NO<sub>3</sub>)<sub>3</sub> react with 0.40 g of NaIO<sub>3</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Cr(NO_{3})_{3}(aq)+3NaIO_{3}(aq)\leftrightarrows{}Cr(IO_{3})_{3}(s)+3NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/Cr%28NO_%7B3%7D%29_%7B3%7D%28aq%29%2B3NaIO_%7B3%7D%28aq%29%5Cleftrightarrows%7B%7DCr%28IO_%7B3%7D%29_%7B3%7D%28s%29%2B3NaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: Cr(NO_{3})_{3}(aq)+3NaIO_{3}(aq)\leftrightarrows{}Cr(IO_{3})_{3}(s)+3NaNO_{3}(aq)"" data-equation-content=""Cr(NO_{3})_{3}(aq)+3NaIO_{3}(aq)\leftrightarrows{}Cr(IO_{3})_{3}(s)+3NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>",Cr(NO3)3,NaIO3,multiple_choice
"Which reactant is in excess when 0.1824 mol of O<sub>2</sub> react with 0.44 g of H<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/O_%7B2%7D%28g%29%2B2H_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" data-equation-content=""O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",O2,H2,multiple_choice
"Which reactant is limiting when 0.007332 mol of H<sub>2</sub>S react with 0.00641 mol of O<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2H_{2}S(g)+3O_{2}(g)\leftrightarrows{}2H_{2}O(g)+2SO_{2}(g)"" src=""https://weber.instructure.com/equation_images/2H_%7B2%7DS%28g%29%2B3O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2H_%7B2%7DO%28g%29%2B2SO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2H_{2}S(g)+3O_{2}(g)\leftrightarrows{}2H_{2}O(g)+2SO_{2}(g)"" data-equation-content=""2H_{2}S(g)+3O_{2}(g)\leftrightarrows{}2H_{2}O(g)+2SO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",O2,H2S,multiple_choice
"Which reactant is limiting when 0.212 mol of CO<sub>2</sub> react with 8.7 g of Ca(OH)<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/Ca%28OH%29_%7B2%7D%28aq%29%2BCO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DCaCO_%7B3%7D%28s%29%2BH_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-equation-content=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",Ca(OH)2,CO2,multiple_choice
"Which reactant is limiting when 0.01301 mol of O<sub>2</sub> react with 0.010 mol of CH<sub>4</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""CH_{4}(g)+2O_{2}(g)\leftrightarrows{}CO_{2}(g)+2H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/CH_%7B4%7D%28g%29%2B2O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DCO_%7B2%7D%28g%29%2B2H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: CH_{4}(g)+2O_{2}(g)\leftrightarrows{}CO_{2}(g)+2H_{2}O(g)"" data-equation-content=""CH_{4}(g)+2O_{2}(g)\leftrightarrows{}CO_{2}(g)+2H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",O2,CH4,multiple_choice
"Which reactant is limiting when 0.01460 mol of H<sub>2</sub>O react with 0.008284 mol of Fe?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Fe(s)+4H_{2}O(g)\leftrightarrows{}Fe_{3}O_{4}(s)+4H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Fe%28s%29%2B4H_%7B2%7DO%28g%29%5Cleftrightarrows%7B%7DFe_%7B3%7DO_%7B4%7D%28s%29%2B4H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Fe(s)+4H_{2}O(g)\leftrightarrows{}Fe_{3}O_{4}(s)+4H_{2}(g)"" data-equation-content=""3Fe(s)+4H_{2}O(g)\leftrightarrows{}Fe_{3}O_{4}(s)+4H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Fe,H2O,multiple_choice
"Which reactant is in excess when 0.00367 mol of KOH react with 0.10 g of H<sub>2</sub>SO<sub>4</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""H_{2}SO_{4}(aq)+2KOH(aq)\leftrightarrows{}K_{2}SO_{4}(aq)+2H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/H_%7B2%7DSO_%7B4%7D%28aq%29%2B2KOH%28aq%29%5Cleftrightarrows%7B%7DK_%7B2%7DSO_%7B4%7D%28aq%29%2B2H_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: H_{2}SO_{4}(aq)+2KOH(aq)\leftrightarrows{}K_{2}SO_{4}(aq)+2H_{2}O(l)"" data-equation-content=""H_{2}SO_{4}(aq)+2KOH(aq)\leftrightarrows{}K_{2}SO_{4}(aq)+2H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",KOH,H2SO4,multiple_choice
"Which reactant is limiting when 1.24 g of Rb react with 0.1504 g of H<sub>2</sub>O?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Rb(s)+2H_{2}O(l)\leftrightarrows{}2RbOH(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2Rb%28s%29%2B2H_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7D2RbOH%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2Rb(s)+2H_{2}O(l)\leftrightarrows{}2RbOH(aq)+H_{2}(g)"" data-equation-content=""2Rb(s)+2H_{2}O(l)\leftrightarrows{}2RbOH(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",H2O,Rb,multiple_choice
"Which reactant is limiting when 1.15 g of H<sub>2</sub> react with 10.2 g of N<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""N_{2}(g)+3H_{2}(g)\leftrightarrows{}2NH_{3}(g)"" src=""https://weber.instructure.com/equation_images/N_%7B2%7D%28g%29%2B3H_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2NH_%7B3%7D%28g%29?scale=1.5"" alt=""LaTeX: N_{2}(g)+3H_{2}(g)\leftrightarrows{}2NH_{3}(g)"" data-equation-content=""N_{2}(g)+3H_{2}(g)\leftrightarrows{}2NH_{3}(g)"" data-ignore-a11y-check=""""></mattext>",H2,N2,multiple_choice
"Which reactant is limiting when 0.30 mol of O<sub>2</sub> react with 1.706 g of H<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/O_%7B2%7D%28g%29%2B2H_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" data-equation-content=""O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",O2,H2,multiple_choice
"Which reactant is limiting when 0.29 g of H<sub>2</sub>O react with 0.266 g of Ca?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Ca(s)+2H_{2}O(l)\leftrightarrows{}Ca(OH)_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/Ca%28s%29%2B2H_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7DCa%28OH%29_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: Ca(s)+2H_{2}O(l)\leftrightarrows{}Ca(OH)_{2}(aq)+H_{2}(g)"" data-equation-content=""Ca(s)+2H_{2}O(l)\leftrightarrows{}Ca(OH)_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Ca,H2O,multiple_choice
"Which reactant is in excess when 0.054 mol of Li react with 0.0136 mol of S?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Li(s)+S(s)\leftrightarrows{}Li_{2}S(s)"" src=""https://weber.instructure.com/equation_images/2Li%28s%29%2BS%28s%29%5Cleftrightarrows%7B%7DLi_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: 2Li(s)+S(s)\leftrightarrows{}Li_{2}S(s)"" data-equation-content=""2Li(s)+S(s)\leftrightarrows{}Li_{2}S(s)"" data-ignore-a11y-check=""""></mattext>",Li,S,multiple_choice
"Which reactant is limiting when 0.0158 mol of CO<sub>2</sub> react with 0.6741 g of Ca(OH)<sub>2</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/Ca%28OH%29_%7B2%7D%28aq%29%2BCO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DCaCO_%7B3%7D%28s%29%2BH_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-equation-content=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",Ca(OH)2,CO2,multiple_choice
"Which reactant is limiting when 0.00030 mol of Th(NO<sub>3</sub>)<sub>4</sub> react with 0.00071 mol of NaIO<sub>3</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/Th%28NO_%7B3%7D%29_%7B4%7D%28aq%29%2B4NaIO_%7B3%7D%28aq%29%5Cleftrightarrows%7B%7DTh%28IO_%7B3%7D%29_%7B4%7D%28s%29%2B4NaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" data-equation-content=""Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>",NaIO3,Th(NO3)4,multiple_choice
"Which reactant is limiting when 0.338 mol of O<sub>2</sub> react with 0.134 mol of H<sub>2</sub>S?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2H_{2}S(g)+3O_{2}(g)\leftrightarrows{}2H_{2}O(g)+2SO_{2}(g)"" src=""https://weber.instructure.com/equation_images/2H_%7B2%7DS%28g%29%2B3O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2H_%7B2%7DO%28g%29%2B2SO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2H_{2}S(g)+3O_{2}(g)\leftrightarrows{}2H_{2}O(g)+2SO_{2}(g)"" data-equation-content=""2H_{2}S(g)+3O_{2}(g)\leftrightarrows{}2H_{2}O(g)+2SO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",H2S,O2,multiple_choice
"Which reactant is limiting when 0.35 mol of O<sub>2</sub> react with 0.122 mol of CH<sub>4</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""CH_{4}(g)+2O_{2}(g)\leftrightarrows{}CO_{2}(g)+2H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/CH_%7B4%7D%28g%29%2B2O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DCO_%7B2%7D%28g%29%2B2H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: CH_{4}(g)+2O_{2}(g)\leftrightarrows{}CO_{2}(g)+2H_{2}O(g)"" data-equation-content=""CH_{4}(g)+2O_{2}(g)\leftrightarrows{}CO_{2}(g)+2H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",CH4,O2,multiple_choice
"Which reactant is in excess when 0.0501 mol of H<sub>3</sub>PO<sub>4</sub> react with 1.791 g of Ca?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Ca(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Ca_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Ca%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DCa_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Ca(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Ca_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Ca(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Ca_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",H3PO4,Ca,multiple_choice
"Which reactant is in excess when 0.51 g of NaIO<sub>3</sub> react with 0.255 g of Th(NO<sub>3</sub>)<sub>4</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/Th%28NO_%7B3%7D%29_%7B4%7D%28aq%29%2B4NaIO_%7B3%7D%28aq%29%5Cleftrightarrows%7B%7DTh%28IO_%7B3%7D%29_%7B4%7D%28s%29%2B4NaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" data-equation-content=""Th(NO_{3})_{4}(aq)+4NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+4NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>",NaIO3,Th(NO3)4,multiple_choice
"Which reactant is limiting when 0.12 g of Li react with 0.1831 g of S?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Li(s)+S(s)\leftrightarrows{}Li_{2}S(s)"" src=""https://weber.instructure.com/equation_images/2Li%28s%29%2BS%28s%29%5Cleftrightarrows%7B%7DLi_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: 2Li(s)+S(s)\leftrightarrows{}Li_{2}S(s)"" data-equation-content=""2Li(s)+S(s)\leftrightarrows{}Li_{2}S(s)"" data-ignore-a11y-check=""""></mattext>",S,Li,multiple_choice
"Which reactant is in excess when 1.284 g of HCl react with 1.233 g of Na<sub>2</sub>CO<sub>3</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Na_{2}CO_{3}(aq)+2HCl(aq)\leftrightarrows{}2NaCl(aq)+H_{2}O(l)+CO_{2}(g)"" src=""https://weber.instructure.com/equation_images/Na_%7B2%7DCO_%7B3%7D%28aq%29%2B2HCl%28aq%29%5Cleftrightarrows%7B%7D2NaCl%28aq%29%2BH_%7B2%7DO%28l%29%2BCO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: Na_{2}CO_{3}(aq)+2HCl(aq)\leftrightarrows{}2NaCl(aq)+H_{2}O(l)+CO_{2}(g)"" data-equation-content=""Na_{2}CO_{3}(aq)+2HCl(aq)\leftrightarrows{}2NaCl(aq)+H_{2}O(l)+CO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",HCl,Na2CO3,multiple_choice
"Which reactant is in excess when 0.004365 mol of CuSO<sub>4</sub> react with 0.16 g of Zn?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Zn(s)+CuSO_{4}(aq)\leftrightarrows{}Cu(s)+ZnSO_{4}(aq)"" src=""https://weber.instructure.com/equation_images/Zn%28s%29%2BCuSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DCu%28s%29%2BZnSO_%7B4%7D%28aq%29?scale=1.5"" alt=""LaTeX: Zn(s)+CuSO_{4}(aq)\leftrightarrows{}Cu(s)+ZnSO_{4}(aq)"" data-equation-content=""Zn(s)+CuSO_{4}(aq)\leftrightarrows{}Cu(s)+ZnSO_{4}(aq)"" data-ignore-a11y-check=""""></mattext>",CuSO4,Zn,multiple_choice
"Which reactant is limiting when 1.2 g of H<sub>2</sub>SO<sub>4</sub> react with 0.29 g of NH<sub>3</sub>?<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" src=""https://weber.instructure.com/equation_images/2NH_%7B3%7D%28g%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7D%28NH_%7B4%7D%29_%7B2%7DSO_%7B4%7D%28aq%29?scale=1.5"" alt=""LaTeX: 2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" data-equation-content=""2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" data-ignore-a11y-check=""""></mattext>",NH3,H2SO4,multiple_choice
